NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,구_추출,상세주소,주소,위도,경도,행정동
2655,서울특별시 은평구 신사동,3**,8m미만,17.0,월세,202411,11,500,30,2006.0,증산로17가길,202411~202611,신규,-,,,단독,은평구,은평구 증산로17가길,은평구 증산로17가길,37.5911373676028,126.91222976673,신사2동
2659,서울특별시 은평구 응암동,7**,8m미만,49.05,전세,202411,11,"12,500",0,1991.0,응암로12길,202412~202612,갱신,사용,"12,000",0.0,다가구,은평구,은평구 응암로12길,은평구 응암로12길,37.5876434095603,126.918512485424,응암3동
2660,서울특별시 중랑구 묵동,2**,8m미만,30.0,월세,202411,11,400,38,1993.0,동일로143길,202411~202511,신규,-,,,다가구,중랑구,중랑구 동일로143길,중랑구 동일로143길,37.6050828536322,127.076306843539,중화2동
2661,서울특별시 중랑구 묵동,1**,8m미만,19.83,전세,202411,11,"12,000",0,2019.0,공릉로14길,202412~202612,갱신,-,"12,000",0.0,다가구,중랑구,중랑구 공릉로14길,중랑구 공릉로14길,37.6176103133544,127.08048086515,묵1동
2670,서울특별시 중랑구 망우동,1**,8m미만,26.0,월세,202411,11,500,40,2014.0,망우로74길,202411~202611,신규,-,,,다가구,중랑구,중랑구 망우로74길,중랑구 망우로74길,37.599000111309,127.103996009331,망우본동
2674,서울특별시 중랑구 면목동,6**,25m미만,18.0,월세,202411,11,"2,000",33,1987.0,면목로,-,-,-,,,다가구,중랑구,중랑구 면목로,중랑구 면목로,37.5832698672153,127.088419117083,면목3·8동
2675,서울특별시 중랑구 면목동,9*,8m미만,25.0,월세,202411,11,500,50,1992.0,면목로76길,202411~202611,신규,-,,,다가구,중랑구,중랑구 면목로76길,중랑구 면목로76길,37.5901608119839,127.090122259641,면목본동
2676,서울특별시 중랑구 면목동,5**,12m미만,70.86,월세,202411,11,"1,000",52,1990.0,겸재로30길,202412~202612,갱신,사용,"1,000",47.0,단독,중랑구,중랑구 겸재로30길,중랑구 겸재로30길,37.5861495655636,127.084054843247,면목본동
2677,서울특별시 광진구 구의동,2**,8m미만,81.63,전세,202411,11,"25,000",0,1991.0,아차산로63길,202411~202511,갱신,-,"25,000",0.0,단독,광진구,광진구 아차산로63길,광진구 아차산로63길,37.5403528011225,127.092413543329,구의3동
2679,서울특별시 광진구 구의동,7*,8m미만,55.0,월세,202411,11,"3,000",53,1998.0,천호대로130길,202412~202612,갱신,-,"3,000",50.0,다가구,광진구,광진구 천호대로130길,광진구 천호대로130길,37.5500279057721,127.088294847024,구의2동
2680,서울특별시 광진구 구의동,6**,8m미만,50.0,전세,202411,11,"25,000",0,2014.0,자양로23가길,202501~202701,신규,-,,,다가구,광진구,광진구 자양로23가길,광진구 자양로23가길,37.5422349445423,127.081590032754,구의1동
2681,서울특별시 광진구 구의동,2**,8m미만,36.17,월세,202411,11,"1,000",50,1994.0,구의로1길,202411~202611,신규,-,,,다가구,광진구,광진구 구의로1길,광진구 구의로1길,37.5390801507565,127.087913863986,구의1동
2682,서울특별시 광진구 구의동,6*,8m미만,25.0,전세,202411,11,"19,000",0,2016.0,광나루로37길,202412~202503,갱신,-,"19,000",0.0,다가구,광진구,광진구 광나루로37길,광진구 광나루로37길,37.5459040518396,127.088152494878,구의2동
2683,서울특별시 광진구 광장동,3**,8m미만,43.58,월세,202411,11,"3,000",80,1987.0,광장로1다길,202411~202611,신규,-,,,단독,광진구,광진구 광장로1다길,광진구 광장로1다길,37.5500638129886,127.102302248759,광장동
2684,서울특별시 노원구 월계동,3*,12m미만,64.91,월세,202411,11,"1,500",95,2014.0,화랑로47길,202501~202701,신규,-,,,단독,노원구,노원구 화랑로47길,노원구 화랑로47길,37.6161827087043,127.066741828474,월계3동
2686,서울특별시 도봉구 도봉동,5**,8m미만,78.53,월세,202411,11,"6,000",55,1998.0,도봉로185길,202412~202612,신규,-,,,다가구,도봉구,도봉구 도봉로185길,도봉구 도봉로185길,37.6854301859213,127.043870100002,도봉1동
2687,서울특별시 도봉구 창동,4**,8m미만,187.92,월세,202411,11,100,30,1990.0,우이천로4길,202411~202611,신규,-,,,다가구,도봉구,도봉구 우이천로4길,도봉구 우이천로4길,37.6339115263836,127.041088492848,창3동
2688,서울특별시 도봉구 방학동,7**,25m미만,42.3,전세,202411,11,"8,000",0,1994.0,도당로,202411~202611,신규,-,,,다가구,도봉구,도봉구 도당로,도봉구 도당로,37.6646844556655,127.035748028609,방학1동
2689,서울특별시 도봉구 방학동,6**,25m미만,45.0,월세,202411,11,"2,000",40,1996.0,시루봉로,202411~202611,신규,-,,,다가구,도봉구,도봉구 시루봉로,도봉구 시루봉로,37.6643502421448,127.028998787736,방학3동
2690,서울특별시 도봉구 방학동,6**,8m미만,64.95,전세,202411,11,"10,000",0,1983.0,시루봉로15마길,202412~202612,신규,-,,,단독,도봉구,도봉구 시루봉로15마길,도봉구 시루봉로15마길,37.6680785473526,127.031282082991,방학2동
2693,서울특별시 종로구 명륜3가,*,8m미만,28.0,월세,202411,11,"1,000",65,1993.0,명륜2길,202411~202611,신규,-,,,단독,종로구,종로구 명륜2길,종로구 명륜2길,37.5894526415581,126.996000899063,혜화동
2694,서울특별시 강북구 수유동,4**,8m미만,40.98,월세,202411,11,300,35,1993.0,인수봉로56길,202411~202611,신규,-,,,다가구,강북구,강북구 인수봉로56길,강북구 인수봉로56길,37.6365500877757,127.01392671579,인수동
2695,서울특별시 강북구 수유동,4*,8m미만,24.0,월세,202411,11,"1,000",45,1991.0,도봉로81길,202411~202611,신규,-,,,단독,강북구,강북구 도봉로81길,강북구 도봉로81길,37.6350939193543,127.021665220333,인수동
2696,서울특별시 강북구 번동,4**,12m미만,44.29,전세,202411,11,"12,000",0,1996.0,한천로129길,202412~202612,신규,-,,,다가구,강북구,강북구 한천로129길,강북구 한천로129길,37.6370003315454,127.029119806012,번1동
2699,서울특별시 광진구 자양동,9*,8m미만,25.0,월세,202411,11,"1,000",65,1986.0,자양강변길,202411~202611,신규,-,,,단독,광진구,광진구 자양강변길,광진구 자양강변길,37.5298967612843,127.073885580345,자양3동
2700,서울특별시 광진구 자양동,1*,8m미만,20.0,월세,202411,11,500,39,1974.0,아차산로26길,202411~202611,신규,-,,,단독,광진구,광진구 아차산로26길,광진구 아차산로26길,37.5403578029729,127.065857688375,자양4동
2701,서울특별시 광진구 자양동,2**,8m미만,26.0,월세,202411,11,"3,000",70,2019.0,아차산로38길,202411~202611,신규,-,,,다가구,광진구,광진구 아차산로38길,광진구 아차산로38길,37.5380194685436,127.074878312391,자양3동
2705,서울특별시 동대문구 용두동,3*,8m미만,23.21,월세,202411,11,100,10,1976.0,고산자로28가길,202411~202611,신규,-,,,단독,동대문구,동대문구 고산자로28가길,동대문구 고산자로28가길,37.5756289359873,127.04050197538,용신동
2709,서울특별시 광진구 화양동,3*,12m미만,23.1,월세,202411,11,"1,000",65,1991.0,능동로13길,202411~202611,신규,-,,,단독,광진구,광진구 능동로13길,광진구 능동로13길,37.5443907496654,127.069503181799,화양동
2710,서울특별시 동대문구 휘경동,1**,8m미만,30.0,월세,202411,10,300,50,1991.0,회기로31길,202411~202605,신규,-,,,다가구,동대문구,동대문구 회기로31길,동대문구 회기로31길,37.591711362448,127.060394926696,휘경1동
2711,서울특별시 은평구 응암동,4*,8m미만,35.04,전세,202411,10,"10,000",0,1993.0,은평로16나길,-,-,-,,,다가구,은평구,은평구 은평로16나길,은평구 은평로16나길,37.5990873476337,126.928810113902,응암1동
2712,서울특별시 용산구 보광동,2**,8m미만,54.81,월세,202411,10,"9,300",40,1995.0,우사단로2길,202412~202612,갱신,-,"8,500",40.0,단독,용산구,용산구 우사단로2길,용산구 우사단로2길,37.5302222402463,126.9985246034,보광동
2713,서울특별시 동대문구 용두동,3*,8m미만,18.0,월세,202411,10,"1,000",25,1983.0,천호대로45길,202411~202511,신규,-,,,단독,동대문구,동대문구 천호대로45길,동대문구 천호대로45길,37.5749957957189,127.043570337453,답십리1동
2714,서울특별시 중랑구 묵동,2**,25m미만,30.5,월세,202411,10,"3,000",50,2006.0,중랑천로,202411~202511,신규,-,,,다가구,중랑구,중랑구 중랑천로,중랑구 중랑천로,37.6012425773731,127.074164786264,중화2동
2715,서울특별시 중구 남산동1가,1*,8m미만,12.0,월세,202411,10,"1,000",57,1996.0,소공로6가길,202411~202611,신규,-,,,다가구,중구,중구 소공로6가길,중구 소공로6가길,37.5575943614456,126.984171346286,명동
2716,서울특별시 광진구 중곡동,1**,8m미만,45.64,월세,202411,10,"2,000",50,1991.0,용마산로28다길,202411~202611,신규,-,,,다가구,광진구,광진구 용마산로28다길,광진구 용마산로28다길,37.5677440773227,127.089066783011,중곡4동
2717,서울특별시 광진구 중곡동,7*,8m미만,26.4,월세,202411,10,500,30,1995.0,긴고랑로46나길,202411~202611,신규,-,,,다가구,광진구,광진구 긴고랑로46나길,광진구 긴고랑로46나길,37.5595632423984,127.095596218701,중곡4동
2719,서울특별시 동작구 상도동,5*,25m미만,19.0,월세,202411,10,"5,000",40,2023.0,상도로53길,202411~202611,신규,-,,,단독,동작구,동작구 상도로53길,동작구 상도로53길,37.5013008321509,126.953608816032,상도1동
2720,서울특별시 영등포구 당산동4가,7*,12m미만,41.25,전세,202411,10,"10,000",0,1990.0,당산로35길,202412~202612,갱신,-,"10,000",0.0,다가구,영등포구,영등포구 당산로35길,영등포구 당산로35길,37.5293187392154,126.896244263446,당산2동
2721,서울특별시 동작구 상도동,2**,8m미만,26.44,월세,202411,10,"2,000",40,1993.0,양녕로25사길,202411~202611,신규,-,,,다가구,동작구,동작구 양녕로25사길,동작구 양녕로25사길,37.4979173538706,126.940496836938,상도4동
2724,서울특별시 영등포구 도림동,2**,8m미만,33.0,월세,202411,10,"1,000",40,1994.0,도영로11길,202411~202611,신규,-,,,다가구,영등포구,영등포구 도영로11길,영등포구 도영로11길,37.5108404629113,126.896686302741,도림동
2725,서울특별시 금천구 독산동,1***,8m미만,26.0,전세,202411,10,"4,500",0,1984.0,시흥대로103길,202411~202611,신규,-,,,다가구,금천구,금천구 시흥대로103길,금천구 시흥대로103길,37.4645645471399,126.896601482876,독산1동
2730,서울특별시 금천구 독산동,1**,8m미만,20.0,월세,202411,10,500,40,1990.0,시흥대로147길,202411~202611,신규,-,,,단독,금천구,금천구 시흥대로147길,금천구 시흥대로147길,37.474324809438,126.896987673277,독산1동
2732,서울특별시 강서구 방화동,2**,25m미만,40.0,전세,202411,10,"5,000",0,1988.0,방화동로,202411~202611,갱신,-,"3,500",0.0,단독,강서구,강서구 방화동로,강서구 방화동로,37.5662309507278,126.812482380427,방화2동
2734,서울특별시 영등포구 영등포동6가,4*,12m미만,17.88,월세,202411,10,500,37,2010.0,영신로44길,202411~202511,신규,-,,,단독,영등포구,영등포구 영신로44길,영등포구 영신로44길,37.5222783416769,126.90295769413,영등포동
2735,서울특별시 동대문구 이문동,1**,8m미만,149.85,월세,202411,10,"9,000",19,1993.0,신이문로18길,202410~202610,신규,-,,,다가구,동대문구,동대문구 신이문로18길,동대문구 신이문로18길,37.6011187752306,127.065332429055,이문2동
2736,서울특별시 중랑구 상봉동,2**,12m미만,33.0,월세,202411,10,"1,000",60,1993.0,상봉중앙로5다길,202411~202611,신규,-,,,단독,중랑구,중랑구 상봉중앙로5다길,중랑구 상봉중앙로5다길,37.5989431412113,127.086501950706,상봉1동
2737,서울특별시 중랑구 상봉동,3**,8m미만,150.54,월세,202411,10,300,35,1990.0,동일로120길,202411~202611,신규,-,,,단독,중랑구,중랑구 동일로120길,중랑구 동일로120길,37.596818359489,127.084098548964,상봉1동
2739,서울특별시 중랑구 면목동,1***,8m미만,40.5,월세,202411,10,500,40,1996.0,용마산로70길,202411~202611,신규,-,,,다가구,중랑구,중랑구 용마산로70길,중랑구 용마산로70길,37.5822585994264,127.095577794207,면목3·8동
2743,서울특별시 양천구 목동,7**,12m미만,30.0,월세,202411,10,300,35,1985.0,목동중앙서로7길,202411~202611,신규,-,,,다가구,양천구,양천구 목동중앙서로7길,양천구 목동중앙서로7길,37.5342088480585,126.8658478778,목4동
2746,서울특별시 서대문구 홍은동,2**,8m미만,49.86,월세,202411,10,"2,000",60,1990.0,연희로41가길,202412~202612,신규,-,,,단독,서대문구,서대문구 연희로41가길,서대문구 연희로41가길,37.5918597399119,126.933379652836,홍은2동
2748,서울특별시 동대문구 답십리동,*,8m미만,25.0,월세,202411,10,300,22,1992.0,한천로,202411~202603,신규,-,,,다가구,동대문구,동대문구 한천로,동대문구 한천로,37.5835621993786,127.068249714334,휘경2동
2749,서울특별시 구로구 구로동,5**,8m미만,59.09,전세,202411,10,"14,000",0,1992.0,구로중앙로26가길,202411~202611,신규,-,,,다가구,구로구,구로구 구로중앙로26가길,구로구 구로중앙로26가길,37.4982798997005,126.887878415318,구로5동
2750,서울특별시 구로구 구로동,4**,8m미만,21.0,월세,202411,10,500,35,1992.0,구로중앙로27길,202411~202611,신규,-,,,다가구,구로구,구로구 구로중앙로27길,구로구 구로중앙로27길,37.4975399209928,126.884253084537,구로2동
2753,서울특별시 강북구 번동,4**,12m미만,20.5,월세,202411,10,"2,000",45,1995.0,한천로130길,202411~202611,신규,-,,,단독,강북구,강북구 한천로130길,강북구 한천로130길,37.6392976598782,127.031583513983,번1동
2754,서울특별시 영등포구 신길동,3**,8m미만,36.54,월세,202411,10,"3,500",25,1991.0,도림로87길,202411~202611,신규,-,,,다가구,영등포구,영등포구 도림로87길,영등포구 도림로87길,37.5029918644855,126.902910055333,신길5동
2755,서울특별시 은평구 불광동,4**,8m미만,18.03,월세,202411,10,500,46,2008.0,연서로37길,202411~202611,신규,-,,,단독,은평구,은평구 연서로37길,은평구 연서로37길,37.6237139317668,126.926659864615,불광2동
2757,서울특별시 영등포구 신길동,1**,8m미만,30.0,월세,202411,10,"1,000",50,1990.0,신길로60길,202411~202611,신규,-,,,단독,영등포구,영등포구 신길로60길,영등포구 신길로60길,37.5128063805979,126.912795616498,영등포본동
2758,서울특별시 구로구 가리봉동,1**,8m미만,226.64,월세,202411,10,500,35,1992.0,우마2나길,202411~202611,신규,-,,,단독,구로구,구로구 우마2나길,구로구 우마2나길,37.4833683362843,126.89077864559,가리봉동
2759,서울특별시 중랑구 망우동,1**,8m미만,199.94,월세,202411,10,500,40,1993.0,망우로74가길,202411~202611,신규,-,,,다가구,중랑구,중랑구 망우로74가길,중랑구 망우로74가길,37.5985070525267,127.10495354725,망우본동
2760,서울특별시 성북구 성북동,2**,8m미만,25.0,월세,202411,10,"1,000",60,1997.0,성북로23가길,202411~202611,신규,-,,,다가구,성북구,성북구 성북로23가길,성북구 성북로23가길,37.5919139191082,126.994659122195,혜화동
2761,서울특별시 마포구 성산동,8*,8m미만,47.99,월세,202411,10,"3,000",76,,성산로4안길,202411~202611,신규,-,,,다가구,마포구,마포구 성산로4안길,마포구 성산로4안길,37.5630279638871,126.910653832502,성산1동
2762,서울특별시 용산구 보광동,2**,8m미만,37.3,월세,202411,10,"1,550",20,,우사단로6길,202411~202511,갱신,-,500,40.0,단독,용산구,용산구 우사단로6길,용산구 우사단로6길,37.5321350555578,126.997838156722,보광동
2769,서울특별시 강남구 대치동,9**,12m미만,25.0,월세,202411,10,"1,000",65,1985.0,선릉로68길,202411~202511,신규,-,,,다가구,강남구,강남구 선릉로68길,강남구 선릉로68길,37.4993263060763,127.053365606155,대치4동
2770,서울특별시 송파구 풍납동,4**,8m미만,33.0,월세,202411,10,"1,000",55,1991.0,바람드리24길,202411~202611,신규,-,,,다가구,송파구,송파구 바람드리24길,송파구 바람드리24길,37.5361842045025,127.121495959779,풍납1동
2772,서울특별시 동작구 사당동,7*,8m미만,54.59,전세,202411,10,"15,000",0,2001.0,동작대로35길,202412~202612,신규,-,,,다가구,동작구,동작구 동작대로35길,동작구 동작대로35길,37.4920605295872,126.979666037873,사당2동
2776,서울특별시 강동구 암사동,4**,8m미만,26.44,월세,202411,10,500,50,2010.0,올림픽로100길,202411~202611,갱신,-,500,50.0,다가구,강동구,강동구 올림픽로100길,강동구 올림픽로100길,37.5521777330726,127.129722548476,암사1동
2778,서울특별시 관악구 신림동,1*,8m미만,22.96,전세,202411,10,"13,000",0,2007.0,남부순환로190길,202412~202612,갱신,-,"13,000",0.0,단독,관악구,관악구 남부순환로190길,관악구 남부순환로190길,37.4833001079693,126.934169813008,서원동
2780,서울특별시 관악구 신림동,6**,8m미만,93.2,월세,202411,10,500,45,1994.0,법원단지17길,202411~202611,신규,-,,,다가구,관악구,관악구 법원단지17길,관악구 법원단지17길,37.4750239120005,126.921655212294,난곡동
2781,서울특별시 동작구 대방동,3**,8m미만,18.0,월세,202411,10,"2,000",53,2017.0,대방동2길,202412~202612,신규,-,,,단독,동작구,동작구 대방동2길,동작구 대방동2길,37.5019271883117,126.928470111818,대방동
2782,서울특별시 관악구 신림동,1**,8m미만,149.9,월세,202411,10,100,50,1993.0,서림6길,202411~202511,신규,-,,,다가구,관악구,관악구 서림6길,관악구 서림6길,37.4723402900948,126.937943695722,서림동
2785,서울특별시 동작구 신대방동,6**,8m미만,19.2,월세,202411,10,200,25,1991.0,신대방2길,202411~202511,신규,-,,,단독,동작구,동작구 신대방2길,동작구 신대방2길,37.4889082896755,126.91267991557,신대방1동
2786,서울특별시 서초구 서초동,1***,8m미만,40.0,월세,202411,10,"5,000",57,,서초대로46길,202411~202511,갱신,-,"3,000",65.0,다가구,서초구,서초구 서초대로46길,서초구 서초대로46길,37.4900898154041,127.011074873277,서초3동
2790,서울특별시 관악구 봉천동,1***,8m미만,21.0,전세,202411,10,"14,000",0,2022.0,인헌1길,202412~202612,신규,-,,,단독,관악구,관악구 인헌1길,관악구 인헌1길,37.4745932689314,126.968763805273,인헌동
2791,서울특별시 강동구 명일동,3**,8m미만,23.5,월세,202411,10,"5,000",55,2020.0,양재대로136길,202411~202611,신규,-,,,다가구,강동구,강동구 양재대로136길,강동구 양재대로136길,37.5484775557565,127.145388382529,명일1동
2792,서울특별시 송파구 풍납동,3**,25m이상,31.68,월세,202411,10,"3,000",75,1980.0,강동대로,202411~202611,신규,-,,,다가구,송파구,송파구 강동대로,송파구 강동대로,37.526015649133,127.121534899835,오륜동
2793,서울특별시 관악구 봉천동,1**,8m미만,18.0,월세,202411,10,400,40,2001.0,인헌12가길,202411~202611,신규,-,,,다가구,관악구,관악구 인헌12가길,관악구 인헌12가길,37.4710454937698,126.966934162851,인헌동
2795,서울특별시 송파구 방이동,1**,8m미만,30.0,월세,202411,10,"5,000",60,1989.0,양재대로71길,202411~202611,신규,-,,,단독,송파구,송파구 양재대로71길,송파구 양재대로71길,37.5109732863885,127.124420952085,방이1동
2797,서울특별시 서초구 양재동,2**,25m미만,36.0,전세,202411,9,"16,000",0,1995.0,동산로19길,202501~202701,신규,-,,,다가구,서초구,서초구 동산로19길,서초구 동산로19길,37.4740161144026,127.046480355827,양재2동
2799,서울특별시 관악구 신림동,1***,8m미만,16.0,월세,202411,9,500,30,1996.0,문성로26길,201908~202608,갱신,-,500,30.0,단독,관악구,관악구 문성로26길,관악구 문성로26길,37.4781505987115,126.925849515969,신원동
2800,서울특별시 강남구 삼성동,1**,8m미만,26.4,월세,202411,9,500,55,1995.0,봉은사로84길,202411~202611,신규,-,,,다가구,강남구,강남구 봉은사로84길,강남구 봉은사로84길,37.5122902525708,127.055867851713,삼성1동
2801,서울특별시 관악구 신림동,5**,8m미만,36.54,월세,202411,9,"10,000",85,2024.0,조원로17길,202412~202612,신규,-,,,다가구,관악구,관악구 조원로17길,관악구 조원로17길,37.4850039869681,126.910915866126,조원동
2802,서울특별시 서초구 반포동,7**,12m미만,29.7,월세,202411,9,"1,000",65,1995.0,사평대로55길,202411~202511,신규,-,,,다가구,서초구,서초구 사평대로55길,서초구 사평대로55길,37.5072938343251,127.021390607697,반포1동
2803,서울특별시 강동구 암사동,4**,25m미만,46.0,전세,202411,9,"17,000",0,2004.0,올림픽로98길,202501~202701,신규,-,,,다가구,강동구,강동구 올림픽로98길,강동구 올림픽로98길,37.550696084755,127.129601948287,암사1동
2805,서울특별시 강동구 성내동,1**,8m미만,25.0,전세,202411,9,"14,000",0,1987.0,천호대로164길,202412~202612,신규,-,,,단독,강동구,강동구 천호대로164길,강동구 천호대로164길,37.5359029077359,127.13045332,성내2동
2808,서울특별시 강동구 성내동,3*,8m미만,39.66,월세,202411,9,"16,000",20,2014.0,천호대로158길,202501~202701,신규,-,,,다가구,강동구,강동구 천호대로158길,강동구 천호대로158길,37.536231954934,127.126223203789,성내2동
2809,서울특별시 강남구 일원동,7**,12m미만,31.68,전세,202411,9,"20,000",0,2000.0,광평로3길,202412~202612,신규,-,,,다가구,강남구,강남구 광평로3길,강남구 광평로3길,37.4834244755264,127.078336711805,일원본동
2813,서울특별시 동작구 신대방동,6**,8m미만,18.0,월세,202411,9,500,30,1989.0,신대방14가길,202411~202611,신규,-,,,단독,동작구,동작구 신대방14가길,동작구 신대방14가길,37.4900533038383,126.912820717476,신대방1동
2814,서울특별시 동작구 신대방동,3**,8m미만,80.47,전세,202411,9,"28,000",0,2002.0,여의대방로22사길,202412~202612,신규,-,,,다가구,동작구,동작구 여의대방로22사길,동작구 여의대방로22사길,37.4973726564532,126.924643001845,신대방2동
2817,서울특별시 동작구 사당동,3**,8m미만,45.0,전세,202411,9,"20,000",0,1994.0,사당로20바길,202412~202612,신규,-,,,다가구,동작구,동작구 사당로20바길,동작구 사당로20바길,37.4800839389023,126.974004545591,사당1동
2819,서울특별시 송파구 삼전동,5*,8m미만,60.0,월세,202411,9,"4,000",125,2001.0,백제고분로24길,202411~202611,신규,-,,,다가구,송파구,송파구 백제고분로24길,송파구 백제고분로24길,37.5028019966049,127.090424967612,삼전동
2820,서울특별시 관악구 신림동,1***,25m이상,33.0,월세,202411,9,"2,000",130,2020.0,시흥대로,202411~202511,신규,-,,,다가구,관악구,관악구 시흥대로,관악구 시흥대로,37.4820825007072,126.900781466234,구로3동
2821,서울특별시 동작구 신대방동,6**,25m미만,14.0,월세,202411,9,200,30,2010.0,대림로,202411~202611,신규,-,,,단독,동작구,동작구 대림로,동작구 대림로,37.4872277520778,126.909476780104,신대방1동
2823,서울특별시 동작구 사당동,1***,8m미만,18.0,전세,202411,9,"16,000",0,2022.0,사당로28길,202412~202612,신규,-,,,단독,동작구,동작구 사당로28길,동작구 사당로28길,37.4817241357661,126.979499811474,사당1동
2825,서울특별시 강남구 논현동,1**,8m미만,37.86,월세,202411,9,"1,000",137,1997.0,봉은사로1길,202411~202511,신규,-,,,다가구,강남구,강남구 봉은사로1길,강남구 봉은사로1길,37.5062008301943,127.024603890026,논현1동
2827,서울특별시 서초구 서초동,1***,8m미만,24.0,월세,202411,9,"1,000",40,1995.0,효령로74길,202411~202611,신규,-,,,다가구,서초구,서초구 효령로74길,서초구 효령로74길,37.486689882233,127.026721275276,서초2동
2828,서울특별시 관악구 신림동,4**,8m미만,33.26,전세,202411,9,"8,000",0,1992.0,서원1길,202502~202702,신규,-,,,다가구,관악구,관악구 서원1길,관악구 서원1길,37.4773042533749,126.933846759938,서원동
2829,서울특별시 관악구 신림동,3**,8m미만,37.14,전세,202411,9,"13,000",0,1989.0,호암로18가길,202412~202612,갱신,-,"10,000",0.0,단독,관악구,관악구 호암로18가길,관악구 호암로18가길,37.4647398336463,126.932396383274,삼성동
2830,서울특별시 관악구 신림동,1***,12m미만,64.69,월세,202411,9,"10,000",50,1997.0,봉천로6길,202412~202612,신규,-,,,다가구,관악구,관악구 봉천로6길,관악구 봉천로6길,37.4884706727847,126.925583660082,신림동
2831,서울특별시 관악구 신림동,7**,8m미만,48.17,전세,202411,9,"13,000",0,1986.0,난곡로22길,202412~202612,신규,-,,,다가구,관악구,관악구 난곡로22길,관악구 난곡로22길,37.4689367663153,126.920559172175,난곡동
2834,서울특별시 관악구 신림동,4**,12m미만,16.0,월세,202411,9,"1,000",60,2014.0,신사로20길,-,-,-,,,단독,관악구,관악구 신사로20길,관악구 신사로20길,37.4874121511692,126.917549459891,신사동
2835,서울특별시 서초구 우면동,5*,8m미만,58.3,월세,202411,9,"20,000",100,,바우뫼로11안길,-,-,-,,,다가구,서초구,서초구 바우뫼로11안길,서초구 바우뫼로11안길,37.4733722257217,127.026005112968,양재1동
2836,서울특별시 강동구 상일동,2**,8m미만,84.03,월세,202411,9,"15,000",50,1987.0,천호대로219나길,202412~202612,신규,-,,,단독,강동구,강동구 천호대로219나길,강동구 천호대로219나길,37.5476177709622,127.171419947167,상일동
2837,서울특별시 관악구 신림동,5**,8m미만,29.67,전세,202411,9,"17,500",0,2017.0,난우10길,202412~202612,신규,-,,,다가구,관악구,관악구 난우10길,관악구 난우10길,37.4760179701406,126.919472469222,미성동
2842,서울특별시 강동구 천호동,9*,8m미만,39.66,전세,202411,9,"15,000",0,1976.0,구천면로42가길,202411~202611,신규,-,,,단독,강동구,강동구 구천면로42가길,강동구 구천면로42가길,37.5442254703886,127.136327959787,천호1동
2846,서울특별시 송파구 방이동,5*,8m미만,39.63,월세,202411,9,"1,000",60,2000.0,올림픽로34길,202411~202611,신규,-,,,다가구,송파구,송파구 올림픽로34길,송파구 올림픽로34길,37.5152915857946,127.110979142318,방이2동
2848,서울특별시 강동구 천호동,2**,8m미만,44.19,월세,202411,9,"10,000",70,1989.0,구천면로36길,202411~202611,갱신,-,"5,000",53.0,단독,강동구,강동구 구천면로36길,강동구 구천면로36길,37.5427609952635,127.132360826129,천호1동
2857,서울특별시 동작구 대방동,3**,25m이상,13.0,월세,202411,9,"1,000",50,2016.0,상도로,202411~202511,신규,-,,,단독,동작구,동작구 상도로,동작구 상도로,37.5052390339118,126.942164077836,상도2동
2858,서울특별시 관악구 봉천동,1***,8m미만,33.0,월세,202411,9,"10,000",40,,행운길,202412~202612,신규,-,,,단독,관악구,관악구 행운길,관악구 행운길,37.4808216856328,126.959580118146,행운동
2860,서울특별시 관악구 봉천동,1***,8m미만,40.0,월세,202411,9,"10,000",25,2004.0,솔밭로4길,202412~202612,신규,-,,,단독,관악구,관악구 솔밭로4길,관악구 솔밭로4길,37.4784588450723,126.963634602537,행운동
2861,서울특별시 관악구 봉천동,7**,12m미만,21.45,월세,202411,9,"5,000",48,2021.0,낙성대로3길,-,-,-,,,단독,관악구,관악구 낙성대로3길,관악구 낙성대로3길,37.4741856720011,126.960144423604,낙성대동
2865,서울특별시 동작구 사당동,1***,8m미만,46.0,월세,202411,9,"15,000",20,2002.0,남부순환로261길,202411~202611,신규,-,,,다가구,동작구,동작구 남부순환로261길,동작구 남부순환로261길,37.4772314363572,126.97401819588,사당1동
2866,서울특별시 강남구 역삼동,6**,8m미만,52.23,월세,202411,9,0,70,2011.0,논현로99길,202411~202511,신규,-,,,다가구,강남구,강남구 논현로99길,강남구 논현로99길,37.5033128923856,127.033216115044,역삼1동
2868,서울특별시 강동구 천호동,1**,8m미만,178.5,전세,202411,9,"7,500",0,2017.0,천중로31길,202412~202612,신규,-,,,다가구,강동구,강동구 천중로31길,강동구 천중로31길,37.5426192776762,127.135921641494,천호3동
2871,서울특별시 관악구 신림동,1***,8m미만,24.0,월세,202411,9,"14,000",5,2016.0,신림로63길,-,-,-,,,단독,관악구,관악구 신림로63길,관악구 신림로63길,37.4846026397579,126.928790780509,신림동
2872,서울특별시 관악구 신림동,1***,8m미만,18.0,월세,202411,9,500,45,2000.0,신림로23길,202411~202611,신규,-,,,단독,관악구,관악구 신림로23길,관악구 신림로23길,37.4687658888297,126.934597652455,대학동
